Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Mason",320,1,12,1,190,14.62,Henderson County (KY),110,1,5,3,60,10.00,19
"
Winston Churchill B",325,2,11,1,190,14.62,Wando,115,0,4,1,80,20.00,19
"
Saint Francis",295,4,8,3,170,14.17,Orange County,95,0,6,1,40,6.67,21
"
Canyon Crest A",375,3,9,0,240,20.00,Amador Valley,180,4,3,2,100,14.29,22
"
Chamblee Charter",300,3,9,3,180,15.00,Plano West B,105,0,5,3,70,14.00,20
"
Bronx Science",290,4,7,0,160,14.55,LAMP,100,0,4,0,60,15.00,19
"
Thomas Jefferson Science & Tech C (VA)",365,2,10,1,240,20.00,Wissahickon,185,2,5,1,110,15.71,20
"
Santa Monica",345,3,9,4,230,19.17,Northview (GA),165,1,5,0,100,16.67,18
"
Norfolk Academic Guild",280,1,11,1,160,13.33,Pensacola,110,0,4,0,70,17.50,19
"
Evanston",325,5,6,2,200,18.18,Southside (SC),155,1,5,0,90,15.00,19
"
Greenhill A (TX)",345,4,9,1,200,15.38,Chattahoochee B,175,0,8,1,100,12.50,23
"
William Fremd B",305,2,8,1,200,20.00,North Babylon,140,0,7,2,80,11.43,24
"
Minnetonka",305,4,6,1,190,19.00,Glasgow,140,1,5,1,80,13.33,18
"
Innovation Academy A",340,4,8,0,200,16.67,High Tech,190,3,4,3,120,17.14,19
"
Rancho Bernardo",340,1,12,1,210,16.15,Yukon,200,1,7,3,130,16.25,23
"
Hopkins",255,0,9,1,170,18.89,Jordan,120,0,6,6,90,15.00,20
"
John P. Stevens",310,4,7,2,190,17.27,Hoover A,180,1,7,5,120,15.00,19
"
Cleveland Heights (OH)",310,4,7,2,190,17.27,"International Academy Okma (Bloomfield Hills, MI)",185,0,6,1,130,21.67,20
"
Ithaca",310,1,9,1,210,21.00,Winston Churchill A,185,2,6,3,110,13.75,19
"
Centennial A",330,4,7,2,210,19.09,Hanover,210,4,5,2,110,12.22,23
"
Herron",275,1,8,0,180,20.00,Hallsville,155,0,7,1,90,12.86,20
"
Alabama Cyber Tech",310,0,12,4,210,17.50,duPont Manual,190,1,6,1,120,17.14,20
"
William Fremd A",320,3,9,1,190,15.83,White Station B,200,3,5,1,110,13.75,21
"
Bellarmine College Prep",335,1,10,2,230,20.91,Cinco Ranch B,215,0,8,1,140,17.50,19
"
Johns Creek A",355,2,10,1,230,19.17,Wayzata A,240,6,4,6,140,14.00,23
"
Carnegie Vanguard",285,1,8,0,190,21.11,St. John's Jesuit (OH),170,4,3,4,100,14.29,21
"
Acton-Boxborough",245,1,8,2,160,17.78,Cinco Ranch C,130,0,7,0,60,8.57,22
"
Buffalo Grove",430,5,8,3,290,22.31,Saratoga (CA),315,5,5,0,190,19.00,24
"
Johns Creek B",295,3,8,2,180,16.36,Cave Spring,185,1,7,0,100,12.50,23
"
Maggie Walker Governor's School A",305,3,8,2,190,17.27,Detroit Catholic Central A,200,3,4,3,130,18.57,20
"
Detroit Catholic Central B",265,2,7,1,170,18.89,McLean B,160,1,6,3,100,14.29,18
"
Academic Magnet",285,2,11,1,150,11.54,Morgantown A,185,2,5,1,110,15.71,22
"
Livingston A",285,4,7,1,160,14.55,Wilmington Charter,190,1,7,1,110,13.75,20
"
Wade Hampton",310,2,9,0,190,17.27,Henderson B (PA),215,1,8,2,130,14.44,23
"
Wayzata B",265,6,4,3,150,15.00,Thomas Jefferson Science & Tech D (VA),175,1,5,2,120,20.00,21
"
Vista Del Lago",195,1,8,4,120,13.33,Caddo Magnet B,110,2,4,0,40,6.67,20
"
Paideia",275,2,8,1,170,17.00,Lightridge,200,2,7,2,110,12.22,22
"
White Station A",245,3,8,2,130,11.82,Barrington C,175,1,5,0,110,18.33,19
"
Cedar Crest",315,2,10,5,210,17.50,Dunbar A,260,2,8,0,150,15.00,23
"
Wilton",220,1,7,1,140,17.50,Rock Bridge A,165,0,8,5,110,13.75,21
"
Hinsdale Central A",285,3,7,2,180,18.00,Midtown (GA),230,2,6,2,150,18.75,18
"
Richard Montgomery B",220,1,8,1,130,14.44,Great Valley,165,0,6,3,120,20.00,16
"
Heights (TX)",260,1,10,1,150,13.64,Grand Junction A,205,0,7,1,140,20.00,20
"
Raleigh Charter",285,1,9,0,180,18.00,Downingtown STEM,235,4,4,3,150,18.75,20
"
Solon B",270,2,10,0,140,11.67,DeLaSalle,225,2,6,1,140,17.50,24
"
Ladue",315,4,6,1,200,20.00,Kinkaid,270,4,6,4,170,17.00,20
"
Richard Montgomery A",255,3,7,2,150,15.00,Princess Anne,215,0,8,3,150,18.75,18
"
University School of Nashville (TN)",245,2,7,5,170,18.89,Hinsdale Central B,205,1,6,2,140,20.00,19
"
St. John's (TX)",265,3,7,2,160,16.00,St. Paul Academy,230,2,6,2,150,18.75,20
"
Solon A",285,3,8,2,170,15.45,East Brunswick,250,2,7,2,160,17.78,20
"
Beavercreek",200,0,8,2,130,16.25,Mississippi Math and Science,165,1,7,4,100,12.50,18
"
Eden Prairie",165,1,7,4,100,12.50,Cookeville,135,0,7,1,70,10.00,19
"
Belmont",290,1,10,3,190,17.27,Harker,265,3,7,2,160,16.00,23
"
Innovation Academy C",185,1,7,0,100,12.50,Ysleta,160,0,7,0,90,12.86,19
"
Faith Lutheran",245,1,9,2,150,15.00,BASIS Silicon Valley,235,1,8,2,150,16.67,21
"
Seven Lakes",245,3,5,2,160,20.00,Woodland,235,1,8,0,140,15.56,17
"
St. Thomas",195,0,9,3,120,13.33,Danville,190,0,9,2,110,12.22,22
"
Grosse Pointe North",225,5,5,2,110,11.00,Staples,220,1,8,1,130,14.44,21
"
Greenwood",185,0,7,1,120,17.14,Elkhorn South,180,1,8,3,100,11.11,19
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
St. Mark's School of Texas",555,8,10,1,340,18.89,McLean A,160,3,3,3,100,16.67,24
"
Hunter A",495,8,6,1,320,22.86,Carmel A,195,4,3,5,130,18.57,23
"
Westside",345,1,14,2,200,13.33,Western Dubuque,65,1,2,0,30,10.00,19
"
Quince Orchard",290,2,11,0,150,11.54,Johns Creek C,40,0,2,0,20,10.00,18
"
Leland",315,3,9,2,190,15.83,Cinco Ranch C,70,0,5,0,20,4.00,21
"
Park Tudor",290,1,12,1,160,12.31,Wichita Scholars,45,0,4,5,30,7.50,22
"
West Point",295,3,10,0,150,11.54,Batesville,65,0,4,5,50,12.50,20
"
Barrington A",490,8,6,2,320,22.86,Rockford Auburn,265,3,6,2,170,18.89,24
"
Carbondale",235,2,8,3,140,14.00,Wise-Central (VA),10,0,2,4,10,5.00,20
"
Springfield (IL)",315,2,10,1,190,15.83,Barrington B,100,0,6,4,60,10.00,21
"
Livingston B",320,0,12,2,210,17.50,Saint Agnes,110,3,2,1,50,10.00,19
"
International Academy East (Troy, MI)",220,1,10,5,130,11.82,East Hamilton,10,0,1,0,0,0.00,22
"
Atkins Academic & Technology",245,2,9,1,130,11.82,Farmington Hills Mercy,40,0,3,0,10,3.33,19
"
Wando",330,1,12,1,200,15.38,Chenery Middle,130,1,4,1,80,16.00,19
"
Collierville",265,3,9,2,140,11.67,Canyon Crest B,75,1,3,4,50,12.50,20
"
Kellenberg",240,1,10,1,130,11.82,Lee's Summit West,55,1,3,4,30,7.50,18
"
International Academy Okma (Bloomfield Hills, MI)",325,1,11,0,200,16.67,Mountain View,150,0,6,2,100,16.67,20
"
Montgomery Blair",380,4,10,4,240,17.14,Copley A,205,1,6,2,140,20.00,22
"
Archbishop Mitty",370,3,10,1,230,17.69,duPont Manual,200,0,7,2,140,20.00,21
"
Springfield Central (Springfield, MO)",250,2,9,2,140,12.73,Burnsville,85,0,5,3,50,10.00,21
"
Southside (AL)",190,1,8,1,100,11.11,Eastside B,25,0,2,3,20,10.00,20
"
Cy-Fair",200,1,9,3,110,11.00,Bainbridge,40,0,2,0,20,10.00,19
"
Edison",240,1,10,3,140,12.73,Detroit Country Day B,80,0,4,2,50,12.50,20
"
Baker",305,3,9,4,190,15.83,Grand Ledge,150,3,4,1,70,10.00,23
"
Berwick A",200,0,10,2,110,11.00,Houston Academy,50,0,4,2,20,5.00,23
"
Chattahoochee D",220,0,9,0,130,14.44,Archie,70,0,4,0,30,7.50,18
"
Bellaire",295,2,9,1,180,16.36,Centennial B,150,1,5,1,90,15.00,19
"
Livingston A",365,6,6,1,220,18.33,Detroit Country Day A,225,5,3,6,150,18.75,22
"
Manheim Township C",210,0,10,2,120,12.00,Jefferson,70,0,5,0,20,4.00,19
"
Lambert",265,1,10,2,160,14.55,Thomas Jefferson Classical (NC),125,1,4,2,80,16.00,16
"
Darien C",265,2,8,1,160,16.00,Athens,130,1,5,5,90,15.00,22
"
Danville",230,1,11,1,110,9.17,Grissom,100,0,5,2,60,12.00,19
"
St. Andrew's",275,4,7,1,150,13.64,North Babylon,150,2,5,2,80,11.43,23
"
Johns Creek A",350,5,7,3,220,18.33,Mira Loma B,225,3,5,4,150,18.75,21
"
Troy (NY)",245,3,8,2,130,11.82,Hudson,125,1,4,4,90,18.00,20
"
Brookline",250,2,7,2,160,17.78,Midtown Classical (FL),135,1,7,2,60,7.50,20
"
Greenhill B (TX)",190,0,10,2,100,10.00,Irvin,75,0,4,1,40,10.00,22
"
Hickory Ridge",200,0,10,0,100,10.00,Lee's Summit,85,0,5,5,60,12.00,20
"
Orange County",295,2,8,1,190,19.00,Catholic B,185,2,6,1,100,12.50,19
"
El Reno",210,2,8,0,100,10.00,Deering,100,0,5,2,60,12.00,21
"
Greenville (SC)",235,5,5,0,110,11.00,Morris A,135,2,5,3,70,10.00,19
"
John Adams",200,0,10,2,110,11.00,Dunbar B,105,2,4,1,40,6.67,18
"
Oak Grove",175,0,7,1,110,15.71,Simon Kenton,80,0,5,4,50,10.00,20
"
Baton Rouge Episcopal",250,1,9,1,150,15.00,North Kansas City,160,1,6,1,90,12.86,20
"
Milton",220,0,10,0,120,12.00,William Fremd C,130,0,8,4,70,8.75,21
"
Mountain Lakes",250,2,10,0,120,10.00,Pensacola,160,1,6,3,100,14.29,24
"
Kickapoo",285,0,12,1,170,14.17,Carlisle,200,2,6,2,120,15.00,23
"
Cary Scholars",245,4,7,3,130,11.82,Wayzata C,160,0,7,2,100,14.29,24
"
Thomas Jefferson Science & Tech D (VA)",265,1,10,2,160,14.55,Maggie Walker Governor's School B,190,1,6,1,120,17.14,21
"
Aurora",205,2,8,3,110,11.00,DeWitt,130,0,7,2,70,10.00,20
"
Benet Academy",210,1,8,3,130,14.44,St. John's Jesuit (OH),135,1,6,2,70,10.00,20
"
Berwick B",125,0,7,1,60,8.57,Lafayette Christian,50,0,4,0,10,2.50,21
"
William Fremd B",280,2,8,2,180,18.00,Lindbergh B,220,2,6,2,140,17.50,20
"
Myers Park",160,0,9,0,70,7.78,Rock Bridge B,100,2,3,2,50,10.00,22
"
Riverside",180,1,8,1,90,10.00,Marist,120,0,6,2,70,11.67,20
"
BASIS McLean",375,5,7,6,260,21.67,Beavercreek,320,4,7,0,190,17.27,23
"
Barrington C",205,2,6,1,120,15.00,St. Pius X,150,0,7,0,80,11.43,19
"
Morris B",150,1,8,1,60,6.67,Jackson Academy,105,0,4,1,70,17.50,21
"
Grand Junction B",155,0,8,1,80,10.00,King Middle,110,0,6,0,50,8.33,21
"
Freeman",175,2,6,3,100,12.50,James Island,130,0,7,2,70,10.00,19
"
Manheim Township A",250,2,8,2,150,15.00,Catholic A,210,4,4,2,120,15.00,21
"
Detroit Country Day C",130,1,7,5,70,8.75,Las Cruces,90,1,4,1,40,8.00,22
"
D'Iberville",160,0,9,0,70,7.78,Eastlake,120,1,4,1,70,14.00,22
"
Northwest Guilford",155,1,6,2,90,12.86,Providence Day,120,1,6,1,50,7.14,19
"
Saratoga Springs (NY)",145,2,6,5,80,10.00,White Station C,110,0,5,0,60,12.00,22
"
Aiken",225,2,8,1,120,12.00,Lake Highland,195,0,7,1,130,18.57,20
"
Hoover B",275,4,7,3,160,14.55,Orono,245,2,7,1,150,16.67,21
"
Clark",210,1,7,1,130,16.25,Chattahoochee C,180,1,7,1,100,12.50,21
"
University School (OH)",200,3,6,3,110,12.22,Massey Hill Classical,170,1,7,1,90,11.25,20
"
Savannah",185,0,9,1,100,11.11,Buckingham County,165,0,8,1,90,11.25,23
"
Gate City",185,0,10,3,100,10.00,Overland Park North Scholars,165,0,8,3,100,12.50,22
"
Adlai E. Stevenson B (OT)",140,1,7,3,70,10.00,Cloverleaf,120,0,8,4,60,7.50,20
"
Bishop Kelley",155,1,7,2,80,10.00,Ridgefield,135,1,6,2,70,10.00,17
"
Trinity (OT)",235,0,10,3,150,16.67,Darien B,230,3,8,5,130,13.00,25
"
Eastside A",170,1,8,3,90,10.00,Lakota West,165,1,8,4,90,10.00,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Detroit Catholic Central A",410,3,12,1,250,16.67,Saint Francis,-5,0,2,5,0,0.00,18
"
Dunbar A",425,3,13,0,250,15.62,Francis Parker (CA),110,1,3,1,70,17.50,21
"
Bellarmine College Prep",400,2,12,2,260,18.57,Grosse Pointe North,90,0,5,4,60,12.00,22
"
McLean B",385,2,12,1,240,17.14,Norman North,75,0,4,3,50,12.50,21
"
Hastings",410,1,14,1,260,17.33,Cleveland Heights (OH),105,2,3,1,50,10.00,20
"
Wayzata A",375,6,6,3,240,20.00,Hunter B,75,1,3,2,40,10.00,23
"
Downingtown STEM",350,3,10,3,220,16.92,Copley B,55,0,3,3,40,13.33,18
"
Princess Anne",410,3,10,1,270,20.77,Plano West B,120,0,6,0,60,10.00,23
"
Homestead",435,5,8,2,290,22.31,Raleigh Charter,155,0,7,1,90,12.86,22
"
Solon A",400,7,7,1,230,16.43,IMSA,135,1,5,2,80,13.33,22
"
Wayzata B",360,0,13,0,230,17.69,LASA,125,2,3,1,70,14.00,19
"
Solon B",315,1,13,0,170,12.14,White Station B,90,0,5,2,50,10.00,22
"
Irondale",305,3,8,0,180,16.36,Elkhorn South,85,0,5,1,40,8.00,17
"
Woodland",360,4,8,0,220,18.33,Naperville North,140,0,7,2,80,11.43,20
"
Strake Jesuit A",395,4,8,1,260,21.67,Thomas Jefferson Science & Tech C (VA),180,2,6,4,110,13.75,21
"
Innovation Academy B",240,1,11,3,130,10.83,DeLaSalle,30,0,2,2,20,10.00,21
"
Del Norte",365,4,7,1,240,21.82,Richard Montgomery B,160,1,7,3,90,11.25,22
"
Alabama Cyber Tech",365,4,11,1,200,13.33,Northmont,165,1,5,4,120,20.00,22
"
Seven Lakes",355,0,13,3,240,18.46,Centennial A,155,0,7,3,100,14.29,24
"
University Lab (IL)",400,5,7,3,270,22.50,Bloomington,205,1,7,2,130,16.25,21
"
Harker",320,1,10,1,210,19.09,Greenwood,140,2,5,2,70,10.00,21
"
East Chapel Hill",385,3,10,2,250,19.23,Thomas Jefferson Science & Tech B (VA),210,2,6,2,130,16.25,21
"
Troy (MI)",325,2,10,3,210,17.50,Ithaca,150,0,6,2,100,16.67,18
"
Francis Parker (IL)",265,1,12,4,150,11.54,Innovation Academy C,95,0,5,3,60,12.00,23
"
Midtown (GA)",330,2,10,4,220,18.33,St. Thomas,165,0,7,1,100,14.29,21
"
Winston Churchill A",345,4,8,1,210,17.50,Detroit Catholic Central B,185,2,5,1,110,15.71,20
"
Cinco Ranch A",300,1,9,1,200,20.00,Rancho Bernardo,140,2,4,2,80,13.33,17
"
Hoover A",320,4,8,4,200,16.67,Mounds Park,165,3,4,0,80,11.43,21
"
Innovation Academy A",265,2,8,1,160,16.00,Chamblee Charter,115,3,3,4,60,10.00,21
"
Henderson County (KY)",280,1,10,5,190,17.27,LAMP,130,0,7,2,70,10.00,21
"
East Brunswick",330,1,11,1,210,17.50,White Station A,185,1,6,2,120,17.14,21
"
Yukon",285,1,11,2,170,14.17,Academic Magnet,140,0,6,0,80,13.33,21
"
Santa Monica",305,4,7,1,180,16.36,Rock Bridge A,160,1,7,3,90,11.25,21
"
Darien A",340,7,5,3,200,16.67,Paideia,200,0,7,0,130,18.57,21
"
Staples",315,3,9,2,190,15.83,Carnegie Vanguard,185,1,6,2,120,17.14,22
"
High Tech",300,1,11,5,200,16.67,Mason,175,0,7,1,110,15.71,21
"
Caddo Magnet A",340,5,6,3,220,20.00,Cedar Crest,215,6,2,5,130,16.25,23
"
West Windsor-Plainsboro North",340,3,7,3,240,24.00,University School of Nashville (TN),215,2,7,1,120,13.33,20
"
Hinsdale Central A",325,2,9,1,210,19.09,Maggie Walker Governor's School A,205,2,5,5,150,21.43,21
"
Northview (GA)",255,1,10,0,140,12.73,Edison Academy,135,0,7,1,70,10.00,20
"
Plano West A",265,3,8,2,150,13.64,Caddo Magnet B,145,2,5,1,70,10.00,20
"
John P. Stevens",330,1,10,1,220,20.00,Stanford Online,220,4,4,0,120,15.00,19
"
Henderson B (PA)",240,1,9,3,150,15.00,Bronx Science,140,1,7,3,70,8.75,22
"
Cookeville",205,0,10,1,110,11.00,Ysleta,120,0,5,0,70,14.00,20
"
Thomas Jefferson Science & Tech A (VA)",300,5,5,5,200,20.00,Heights (TX),220,0,10,0,120,12.00,20
"
Greenhill A (TX)",270,1,10,1,160,14.55,Herberger,195,0,9,1,110,12.22,21
"
Lightridge",255,2,7,3,170,18.89,Chattahoochee A,180,1,7,5,120,15.00,20
"
Henderson A (PA)",225,0,9,3,150,16.67,James W. Robinson,155,0,9,3,80,8.89,20
"
Winston Churchill B",245,3,8,0,120,10.91,Hinsdale Central B,175,0,7,3,120,17.14,21
"
Westminster",285,2,8,1,180,18.00,Chattahoochee B,215,1,7,0,130,16.25,18
"
Amador Valley",290,1,10,3,190,17.27,Hopkins,225,0,9,1,140,15.56,21
"
Herron",205,1,8,2,120,13.33,Cinco Ranch B,145,2,4,5,100,16.67,22
"
Wilton",330,1,12,1,200,15.38,William Fremd A,270,5,5,1,150,15.00,24
"
St. Paul Academy",210,2,8,6,130,13.00,Faith Lutheran,155,0,8,1,80,10.00,22
"
Providence",205,0,11,3,110,10.00,Hallsville,150,0,7,2,90,12.86,21
"
Mira Loma A",270,2,9,2,160,14.55,Johns Creek B,215,1,6,0,140,20.00,20
"
Evanston",285,5,5,2,170,17.00,Saline,235,3,7,2,130,13.00,23
"
Wade Hampton",245,2,8,5,160,16.00,Centennial C,195,0,8,1,120,15.00,20
"
Cave Spring",215,0,10,1,120,12.00,Eden Prairie,170,1,7,3,100,12.50,22
"
Strake Jesuit B",225,1,9,0,120,12.00,Sylvania Northview (OH),180,0,9,0,90,10.00,21
"
North Gwinnett",195,1,8,0,100,11.11,Burlington,150,1,6,3,90,12.86,20
"
Buchholz",195,0,8,5,140,17.50,Dorman,150,0,7,0,80,11.43,18
"
Manheim Township B",195,1,8,2,110,12.22,Jordan,150,1,5,3,100,16.67,19
"
Canyon Crest A",300,3,7,3,200,20.00,St. John's (TX),265,1,9,2,170,17.00,21
"
Belmont",310,4,7,4,200,18.18,Wilmington Charter,275,2,8,1,170,17.00,22
"
Hanover",240,0,8,4,180,22.50,Norfolk Academic Guild,215,2,7,1,120,13.33,22
"
Wissahickon",270,2,9,0,150,13.64,Westview,245,3,6,0,140,15.56,20
"
St. Joseph Central (St. Joseph, MO)",235,1,9,0,130,13.00,Glasgow,210,0,8,2,140,17.50,20
"
Mississippi Math and Science",195,0,9,3,120,13.33,Vista Del Lago,175,2,7,5,100,11.11,21
"
Southside (SC)",160,2,5,0,80,11.43,Morgantown B,140,0,8,2,70,8.75,17
"
Great Valley",225,2,8,3,130,13.00,Acton-Boxborough,210,0,9,4,140,15.56,21
"
Grand Junction A",240,1,8,1,150,16.67,Minnetonka,225,1,9,4,140,14.00,23
"
Carmel B",330,3,8,1,210,19.09,Richard Montgomery A,315,5,4,4,220,24.44,21
"
Lindbergh A",200,0,8,6,150,18.75,Morgantown A,185,1,8,2,100,11.11,18
"
Adlai E. Stevenson A",205,2,6,3,130,16.25,BASIS Silicon Valley,190,0,7,0,120,17.14,18
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Richard Montgomery A",415,3,13,0,240,15.00,Winston Churchill B,50,0,3,4,40,13.33,21
"
Detroit Country Day A",445,6,7,5,310,23.85,Carmel A,140,0,5,2,100,20.00,20
"
Barrington A",510,8,6,2,340,24.29,Livingston A,220,2,5,2,150,21.43,23
"
IMSA",425,2,12,3,290,20.71,Trinity,140,1,4,3,100,20.00,22
"
Bellarmine College Prep",405,5,9,0,240,17.14,Solon B,135,2,3,1,80,16.00,20
"
Wayzata A",420,6,7,4,280,21.54,Dunbar A,150,2,4,2,90,15.00,21
"
Morris B",255,1,12,0,120,9.23,Grand Junction B,-15,0,0,3,0,0.00,24
"
Carlisle",320,2,11,0,180,13.85,Greenville (SC),70,0,6,6,40,6.67,20
"
Ridgefield",250,0,13,2,130,10.00,White Station C,10,0,1,2,10,10.00,21
"
Herberger",285,3,8,2,170,15.45,St. Andrew's,85,0,5,1,40,8.00,19
"
Massey Hill Classical",310,0,13,2,190,14.62,William Fremd C,115,0,5,1,70,14.00,21
"
Saratoga (CA)",430,5,8,3,290,22.31,Bellaire,240,4,5,0,130,14.44,24
"
East Brunswick",290,3,9,3,170,14.17,Danville,105,0,7,3,50,7.14,22
"
Barrington B",260,1,9,5,180,18.00,"Springfield Central (Springfield, MO)",80,1,4,1,30,6.00,20
"
Chenery Middle",285,2,10,1,160,13.33,Detroit Country Day B,105,1,4,2,60,12.00,20
"
Wayzata B",325,3,8,2,210,19.09,Hastings,160,1,5,3,110,18.33,21
"
Darien B",265,1,10,6,180,16.36,Berwick A,100,2,5,2,30,4.29,21
"
Hunter A",425,7,5,2,280,23.33,St. Mark's School of Texas,265,6,3,3,160,17.78,22
"
Chattahoochee C",195,1,9,0,90,9.00,El Reno,50,0,4,0,10,2.50,20
"
Buckingham County",235,0,11,1,130,11.82,Bishop Kelley,90,0,5,2,50,10.00,20
"
Edison",255,2,8,3,160,16.00,Riverside,115,1,5,2,60,10.00,22
"
Overland Park North Scholars",215,0,10,1,120,12.00,Orono,75,0,5,5,50,10.00,20
"
Belmont",340,6,5,4,220,20.00,Johns Creek A,205,2,7,3,120,13.33,22
"
Manheim Township C",170,0,11,2,70,6.36,East Hamilton,40,0,3,0,10,3.33,21
"
Cy-Fair",200,2,7,0,100,11.11,Simon Kenton,75,0,6,1,20,3.33,20
"
Grand Junction A",280,2,9,2,170,15.45,Evanston,160,0,8,6,110,13.75,20
"
North Kansas City",175,0,11,1,70,6.36,Hudson,55,1,2,4,40,13.33,23
"
Catholic A",195,0,9,3,120,13.33,Atkins Academic & Technology,75,1,3,0,30,7.50,18
"
Mira Loma B",405,6,5,3,280,25.45,Stanford Online,290,3,7,3,190,19.00,22
"
Northwest Guilford",170,0,9,0,80,8.89,Cinco Ranch C,55,1,2,2,30,10.00,19
"
Lake Highland",255,0,11,3,160,14.55,Hickory Ridge,150,0,6,0,90,15.00,19
"
St. Pius X",185,1,8,2,100,11.11,James Island,80,0,4,0,40,10.00,20
"
Wando",270,0,10,2,180,18.00,Grand Ledge,170,0,7,4,120,17.14,19
"
Buffalo Grove",355,6,4,3,240,24.00,Ladue,255,3,6,2,160,17.78,22
"
Wade Hampton",245,1,10,4,150,13.64,Wissahickon,150,1,5,3,100,16.67,21
"
BASIS McLean",385,4,8,5,270,22.50,Homestead,295,3,7,2,190,19.00,24
"
Thomas Jefferson Science & Tech D (VA)",210,4,5,4,120,13.33,Southside (SC),125,0,6,1,70,11.67,19
"
Athens",220,0,10,2,130,13.00,Detroit Country Day C,135,0,6,3,90,15.00,21
"
Pensacola",190,0,9,2,110,12.22,Milton,110,0,6,2,60,10.00,19
"
Woodland",295,3,8,0,170,15.45,Livingston B,220,2,7,4,140,15.56,21
"
Lambert",245,2,7,3,160,17.78,West Point,170,0,9,2,90,10.00,21
"
Mountain Lakes",255,1,9,6,180,18.00,duPont Manual,180,2,6,2,100,12.50,21
"
Eastside B",115,1,5,2,60,10.00,Berwick B,40,0,4,2,10,2.50,21
"
Catholic B",155,1,7,2,80,10.00,DeWitt,80,0,5,2,40,8.00,19
"
Chattahoochee D",165,0,8,3,100,12.50,Burnsville,90,0,5,2,50,10.00,21
"
Montgomery Blair",335,6,6,3,200,16.67,Thomas Jefferson Science & Tech A (VA),265,2,7,5,190,21.11,23
"
International Academy East (Troy, MI)",135,1,7,0,50,6.25,King Middle,70,0,5,0,20,4.00,20
"
Hanover",250,0,10,4,170,17.00,Aiken,190,1,7,1,110,13.75,22
"
Marist",190,0,9,0,100,11.11,Wichita Scholars,130,0,6,0,70,11.67,17
"
Rock Bridge B",95,0,7,3,40,5.71,Las Cruces,35,0,3,1,10,3.33,22
"
Springfield (IL)",225,2,6,1,140,17.50,Herron,170,0,8,4,110,13.75,18
"
University School (OH)",230,1,8,3,150,16.67,Wayzata C,175,1,7,2,100,12.50,19
"
Del Norte",215,2,7,5,140,15.56,Greenhill A (TX),165,0,8,1,90,11.25,19
"
Eastlake",95,0,5,1,50,10.00,Houston Academy,45,0,4,3,20,5.00,21
"
Detroit Catholic Central A",335,4,8,5,220,18.33,Canyon Crest A,290,0,10,2,200,20.00,23
"
Saline",210,2,7,2,120,13.33,"International Academy Okma (Bloomfield Hills, MI)",165,0,8,3,100,12.50,20
"
Mira Loma A",300,5,4,5,210,23.33,Harker,255,3,6,2,160,17.78,20
"
Innovation Academy A",310,3,8,1,190,17.27,Rockford Auburn,265,4,4,3,180,22.50,21
"
Princess Anne",245,0,8,5,190,23.75,Baker,205,2,8,5,120,12.00,21
"
Brookline",205,1,8,2,120,13.33,Vista Del Lago,165,1,6,2,100,14.29,20
"
Greenhill B (TX)",160,0,9,0,70,7.78,Lee's Summit,120,1,6,1,50,7.14,20
"
Baton Rouge Episcopal",230,1,8,1,140,15.56,Benet Academy,195,0,9,3,120,13.33,22
"
Bainbridge",80,0,6,0,20,3.33,Jefferson,45,0,4,1,10,2.50,20
"
Leland",245,2,7,5,170,18.89,Clark,215,1,8,0,120,13.33,22
"
St. John's (TX)",230,3,6,5,150,16.67,Orange County,205,3,6,2,110,12.22,22
"
Seven Lakes",290,2,9,0,170,15.45,Santa Monica,265,3,7,2,160,16.00,24
"
Providence Day",105,0,7,1,40,5.71,Farmington Hills Mercy,80,0,5,0,30,6.00,17
"
Mississippi Math and Science",270,2,8,2,170,17.00,Midtown (GA),250,1,9,1,150,15.00,21
"
Lakota West",200,0,10,0,100,10.00,Lee's Summit West,180,1,6,3,120,17.14,22
"
Archbishop Mitty",220,2,8,4,130,13.00,Detroit Catholic Central B,205,0,8,3,140,17.50,20
"
Carbondale",155,2,6,5,90,11.25,North Babylon,140,0,8,2,70,8.75,21
"
Deering",125,1,6,0,50,7.14,Cloverleaf,110,0,6,2,60,10.00,20
"
Adlai E. Stevenson B",115,2,4,1,50,8.33,Wise-Central (VA),100,0,6,2,50,8.33,23
"
Lafayette Christian",70,0,4,0,30,7.50,Archie,60,0,4,0,20,5.00,24
"
Western Dubuque",110,1,5,1,50,8.33,St. John's Jesuit (OH),100,2,3,2,50,10.00,20
"
Dunbar B",175,0,8,3,110,13.75,Johns Creek C,170,0,7,0,100,14.29,19
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Glasgow",445,3,12,0,280,18.67,Sylvania Northview (OH),70,1,4,1,20,4.00,22
"
Kinkaid",485,4,12,5,330,20.62,Wilton,125,0,5,3,90,18.00,23
"
Chattahoochee A",405,7,8,2,230,15.33,D'Iberville,85,0,4,1,50,12.50,20
"
Jordan",365,1,14,0,210,14.00,Southside (AL),60,0,2,0,40,20.00,17
"
Darien A",435,5,8,2,290,22.31,Carmel B,135,3,3,4,80,13.33,21
