Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Thomas Jefferson Science & Tech A",465,10,4,7,310,22.14,Cedar Crest,180,1,5,1,120,20.00,24
"
Hunter A",515,9,6,2,330,22.00,Darien A,230,6,1,2,140,20.00,24
"
Richard Montgomery A",435,4,10,3,290,20.71,Lambert,180,3,3,5,130,21.67,21
"
Arcadia",510,6,9,0,330,22.00,Wayzata A,270,5,4,3,170,18.89,24
"
Thomas Jefferson Science & Tech B",400,7,6,5,260,20.00,Wayzata B,165,1,5,2,110,18.33,21
"
Solon A",390,7,5,5,260,21.67,Wilmington Charter,210,1,7,1,130,16.25,22
"
Raleigh Charter",375,3,10,2,240,18.46,Dunbar A,200,2,5,0,120,17.14,20
"
Carmel A",435,6,8,1,270,19.29,Baker,280,6,3,4,180,20.00,23
"
Irvington",350,5,7,1,210,17.50,Langley,200,2,5,4,140,20.00,19
"
Chattahoochee A",385,3,9,2,260,21.67,"Troy (Troy, MI)",240,5,3,3,150,18.75,22
"
Bellarmine College Prep",345,5,6,2,220,20.00,Ithaca,200,1,7,1,120,15.00,21
"
Ladue",340,5,6,3,220,20.00,James E. Taylor,205,1,7,0,120,15.00,20
"
Kinkaid",385,6,6,1,240,20.00,Hoover A,260,4,5,4,170,18.89,22
"
Providence",280,0,11,2,180,16.36,Plano West A,160,1,5,3,110,18.33,19
"
East Chapel Hill A",355,8,3,3,220,20.00,Strake Jesuit A,255,1,8,0,160,17.78,20
"
Saratoga",375,3,9,0,240,20.00,Ridgewood A,285,5,4,4,190,21.11,23
"
White Station A",390,3,10,1,250,19.23,Silver Spring Scholars A,305,5,5,2,190,19.00,23
"
Great Valley A",360,7,4,1,220,20.00,William Fremd A,280,3,7,3,180,18.00,22
"
Homestead",390,4,8,2,260,21.67,"Midtown (Atlanta, GA)",310,1,9,1,210,21.00,23
"
Livingston",270,4,5,2,170,18.89,St. Joseph Central A,195,1,7,2,120,15.00,17
"
Detroit Country Day A",330,5,7,5,210,17.50,Beavercreek,255,3,5,2,170,21.25,24
"
McLean A",355,2,8,1,250,25.00,Stanford Online,290,3,7,3,190,19.00,22
"
Freeman",290,2,8,2,190,19.00,Glasgow,250,0,9,2,170,18.89,19
"
Winston Churchill",325,4,6,3,220,22.00,University Lab,290,4,6,2,180,18.00,23
"
Manheim Township A",295,3,8,4,190,17.27,Stanton College Prep A,260,3,6,3,170,18.89,21
"
Barrington A",305,4,6,3,200,20.00,Harker A,280,4,6,0,160,16.00,21
"
Detroit Catholic Central A (OT)",340,2,9,2,230,25.56,Cinco Ranch A,330,6,7,4,190,17.27,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Thomas Jefferson Science & Tech B",470,5,10,3,310,20.67,Chattahoochee A,40,0,3,6,40,13.33,20
"
Hunter A",515,6,9,1,340,22.67,Arcadia,160,2,3,6,130,26.00,23
"
Strake Jesuit A",515,7,8,2,340,22.67,Winston Churchill,175,3,3,2,110,18.33,24
"
Cinco Ranch A",405,5,9,2,250,17.86,White Station A,75,0,4,5,60,15.00,20
"
Lambert",505,8,6,3,340,24.29,McLean A,205,5,2,2,120,17.14,24
"
Saratoga",445,9,4,2,280,21.54,Irvington,210,2,6,2,130,16.25,22
"
Great Valley A",430,9,4,1,260,20.00,Buffalo Grove,200,3,4,5,140,20.00,23
"
Freeman",485,9,5,2,310,22.14,Beavercreek,285,6,3,3,180,20.00,24
"
Kinkaid",390,6,8,2,230,16.43,Richard Montgomery A,230,4,4,4,150,18.75,23
"
Baker",385,5,7,2,250,20.83,Ladue,240,5,4,3,140,15.56,24
"
Livingston",315,5,6,0,180,16.36,Bellarmine College Prep,190,2,7,2,100,11.11,24
"
Greenhill",335,6,6,3,200,16.67,Raleigh Charter,220,2,6,2,140,17.50,24
"
Solon A",350,3,9,5,240,20.00,Paideia,240,3,6,3,150,16.67,24
"
Thomas Jefferson Science & Tech A",315,5,5,6,220,22.00,Barrington A,255,2,6,1,170,21.25,22
"
East Chapel Hill A",400,5,6,1,270,24.55,Detroit Country Day A,350,5,6,3,230,20.91,24
"
Homestead",315,6,5,1,180,16.36,Darien A,280,2,8,2,180,18.00,23
"
Wayzata A",275,1,9,2,180,18.00,Manheim Township A,255,5,4,2,150,16.67,22
"
Hoover A",235,3,6,4,150,16.67,Providence,220,2,7,2,130,14.44,22
"
Detroit Catholic Central A",350,8,2,2,220,22.00,Carmel A,345,6,4,3,230,23.00,23
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Thomas Jefferson Science & Tech A",525,7,7,2,360,25.71,Detroit Country Day A,160,2,5,4,100,14.29,23
"
Arcadia",490,9,5,3,320,22.86,Saratoga,210,4,4,2,120,15.00,23
"
Cinco Ranch A",380,3,10,1,240,18.46,Great Valley A,185,3,3,6,140,23.33,20
"
Strake Jesuit A",395,5,7,4,270,22.50,Baker,250,1,8,3,170,18.89,21
"
Livingston",390,4,8,2,260,21.67,Carmel A,255,6,2,5,170,21.25,23
"
Thomas Jefferson Science & Tech B",405,3,10,2,270,20.77,Homestead,275,2,7,5,200,22.22,22
"
Freeman",395,2,10,1,270,22.50,Greenhill,295,4,5,5,210,23.33,23
"
Hoover A",375,4,8,3,250,20.83,Wayzata A,280,5,4,5,190,21.11,24
"
Solon A",375,4,8,3,250,20.83,Lambert,300,7,4,5,180,16.36,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Hunter A",550,10,7,2,340,20.00,Kinkaid,145,2,3,3,100,20.00,23
"
Arcadia",545,9,7,2,350,21.88,Freeman,165,3,4,2,90,12.86,23
"
Thomas Jefferson Science & Tech A",430,8,5,4,280,21.54,Hoover A,225,2,6,1,140,17.50,23
"
Solon A",385,2,11,3,260,20.00,Livingston,200,1,6,1,130,18.57,23
"
East Chapel Hill A",430,7,7,3,270,19.29,Detroit Catholic Central A,270,8,0,2,160,20.00,24
"
Strake Jesuit A",385,5,8,2,240,18.46,Richard Montgomery A,250,3,5,1,160,20.00,23
"
Thomas Jefferson Science & Tech B",290,3,7,3,190,19.00,Cinco Ranch A,285,3,7,0,170,17.00,23
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Kinkaid",425,6,8,3,270,19.29,Thomas Jefferson Science & Tech B,145,1,5,8,120,20.00,23
"
Thomas Jefferson Science & Tech A",445,9,6,4,270,18.00,Solon A,195,2,5,3,130,18.57,22
"
Arcadia",380,5,6,1,250,22.73,Strake Jesuit A,265,5,4,4,170,18.89,22
"
Hunter A",375,3,9,2,250,20.83,East Chapel Hill A,360,6,4,2,240,24.00,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Kinkaid",435,7,6,2,280,21.54,Thomas Jefferson Science & Tech A,175,5,3,6,100,12.50,22
"
Detroit Catholic Central A",340,3,7,1,230,23.00,Arcadia,310,5,5,3,200,20.00,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Hunter A",520,9,6,1,330,22.00,Kinkaid,220,4,3,4,150,21.43,24
"
Detroit Catholic Central A",455,7,7,0,280,20.00,East Chapel Hill A,230,5,3,3,140,17.50,23
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Detroit Catholic Central A",470,6,9,0,290,19.33,Hunter A,275,2,6,1,190,23.75,23
"
East Chapel Hill A",425,5,8,2,280,21.54,Kinkaid,235,5,3,4,150,18.75,21
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Detroit Catholic Central A",380,6,7,2,230,17.69,Hunter A,295,3,7,4,200,20.00,23
